Market_Region,Date,ReExports,Domestic_Exports,Imports
Antigua And Barbuda,2024-05-01,0.2,15.4,0
Antigua And Barbuda,2024-04-01,0.1,18.3,0
Antigua And Barbuda,2024-03-01,0.1,8.9,0
Antigua And Barbuda,2024-02-01,0.1,14.7,0
Antigua And Barbuda,2024-01-01,0,11.1,0.2
Antigua And Barbuda,2023-12-01,0,10.5,0
Antigua And Barbuda,2023-11-01,0.1,13.9,0
Antigua And Barbuda,2023-10-01,0.1,6.3,0
Antigua And Barbuda,2023-09-01,0.2,11.3,0
Antigua And Barbuda,2023-08-01,0.1,15,0
Antigua And Barbuda,2023-07-01,0.1,8.1,0
Antigua And Barbuda,2023-06-01,0,6.6,0
Antigua And Barbuda,2023-05-01,0.1,7.8,0
Antigua And Barbuda,2023-04-01,0.2,9.4,0
Antigua And Barbuda,2023-03-01,0.2,12.9,0
Antigua And Barbuda,2023-02-01,0,11.3,0
Antigua And Barbuda,2023-01-01,0.1,5.5,0
Antigua And Barbuda,2022-12-01,0,9,0
Antigua And Barbuda,2022-11-01,0.1,12.9,0
Antigua And Barbuda,2022-10-01,0.2,6.3,0
Antigua And Barbuda,2022-09-01,0.1,12.4,0
Antigua And Barbuda,2022-08-01,0.1,11.4,0
Antigua And Barbuda,2022-07-01,0.2,11.8,0
Antigua And Barbuda,2022-06-01,0.1,9.6,0
Antigua And Barbuda,2022-05-01,0.1,13,0
Antigua And Barbuda,2022-04-01,0,13.1,0
Antigua And Barbuda,2022-03-01,0.2,12.6,0
Antigua And Barbuda,2022-02-01,0,8.6,0
Antigua And Barbuda,2022-01-01,0.1,10.3,0
Antigua And Barbuda,2021-12-01,0.1,10.4,0
Antigua And Barbuda,2021-11-01,0.3,8,0
Antigua And Barbuda,2021-10-01,0,6.3,0
Antigua And Barbuda,2021-09-01,0.2,8.3,0
Antigua And Barbuda,2021-08-01,0.1,4.5,0
Antigua And Barbuda,2021-07-01,0,6.3,0
Antigua And Barbuda,2021-06-01,0,9.4,0
Antigua And Barbuda,2021-05-01,0,8.1,0
Antigua And Barbuda,2021-04-01,0.6,7.4,0
Antigua And Barbuda,2021-03-01,0,10.5,0
Antigua And Barbuda,2021-02-01,0.2,8.2,0
Antigua And Barbuda,2021-01-01,0,6.5,0
Antigua And Barbuda,2020-12-01,0,6.8,0
Antigua And Barbuda,2020-11-01,0,7.1,0
Antigua And Barbuda,2020-10-01,0.1,6.4,0
Antigua And Barbuda,2020-09-01,0.1,8.1,0
Antigua And Barbuda,2020-08-01,0.1,3.8,0
Antigua And Barbuda,2020-07-01,0.1,2.8,0
Antigua And Barbuda,2020-06-01,0,5,0
Antigua And Barbuda,2020-05-01,0.1,4,0
Antigua And Barbuda,2020-04-01,0.1,7.9,0
Antigua And Barbuda,2020-03-01,0.1,13,0
Antigua And Barbuda,2020-02-01,0.6,10.5,0
Antigua And Barbuda,2020-01-01,2.3,20.1,0
Antigua And Barbuda,2019-12-01,0.1,3.6,0
Antigua And Barbuda,2019-11-01,1.9,7.9,0
Antigua And Barbuda,2019-10-01,0.5,10.4,0
Antigua And Barbuda,2019-09-01,0.2,9.3,0
Antigua And Barbuda,2019-08-01,0.1,9.7,0
Antigua And Barbuda,2019-07-01,0.1,11.5,0
Antigua And Barbuda,2019-06-01,0.6,11.7,0
Antigua And Barbuda,2019-05-01,0.1,15.4,0
Antigua And Barbuda,2019-04-01,0.1,12.4,0
Antigua And Barbuda,2019-03-01,0.1,9.8,0.1
Antigua And Barbuda,2019-02-01,0.1,10.9,0
Antigua And Barbuda,2019-01-01,0,9,0
Antigua And Barbuda,2018-12-01,0.1,15.4,0
Antigua And Barbuda,2018-11-01,1.8,19,0
Antigua And Barbuda,2018-10-01,0.1,9.3,0
Antigua And Barbuda,2018-09-01,0.6,11.8,0
Antigua And Barbuda,2018-08-01,0.1,14.4,0
Antigua And Barbuda,2018-07-01,0.1,13,0
Antigua And Barbuda,2018-06-01,1,12.6,2
Antigua And Barbuda,2018-05-01,0.1,10.4,0
Antigua And Barbuda,2018-04-01,0.5,12.4,0
Antigua And Barbuda,2018-03-01,0.1,14.4,0
Antigua And Barbuda,2018-02-01,0,15.2,0
Antigua And Barbuda,2018-01-01,0.1,10.4,0
Antigua And Barbuda,2017-12-01,0.1,9.7,0
Antigua And Barbuda,2017-11-01,0.1,12.1,0
Antigua And Barbuda,2017-10-01,0,14.4,0
Antigua And Barbuda,2017-09-01,6.3,13.3,0
Antigua And Barbuda,2017-08-01,0,12.5,0
Antigua And Barbuda,2017-07-01,0,11.2,0
Antigua And Barbuda,2017-06-01,0,16.5,0
Antigua And Barbuda,2017-05-01,0.7,16.5,0
Antigua And Barbuda,2017-04-01,1.5,12.7,0
Antigua And Barbuda,2017-03-01,1.5,16.9,0
Antigua And Barbuda,2017-02-01,1.6,12.6,0
Antigua And Barbuda,2017-01-01,1.9,15.5,0
Antigua And Barbuda,2016-12-01,1.7,18.3,0
Antigua And Barbuda,2016-11-01,0.5,16.7,0.1
Antigua And Barbuda,2016-10-01,1.6,16.4,0
Antigua And Barbuda,2016-09-01,0,14.4,0
Antigua And Barbuda,2016-08-01,0.2,14.4,0
Antigua And Barbuda,2016-07-01,0,12,0
Antigua And Barbuda,2016-06-01,0.3,16.1,0
Antigua And Barbuda,2016-05-01,0,15.1,0
Antigua And Barbuda,2016-04-01,0,12.4,0
Antigua And Barbuda,2016-03-01,0,9.7,0
Antigua And Barbuda,2016-02-01,0,9.3,0
Antigua And Barbuda,2016-01-01,1.6,14.6,0
Antigua And Barbuda,2015-12-01,0,17.1,0.1
Antigua And Barbuda,2015-11-01,1.8,20.1,0
Antigua And Barbuda,2015-10-01,4.6,19.1,0.1
Antigua And Barbuda,2015-09-01,0.6,21.5,0
Antigua And Barbuda,2015-08-01,0,25.9,0
Antigua And Barbuda,2015-07-01,0,30.1,0
Antigua And Barbuda,2015-06-01,0.8,31.7,1.1
Antigua And Barbuda,2015-05-01,0,31,0
Antigua And Barbuda,2015-04-01,0,20.1,0
Antigua And Barbuda,2015-03-01,0,24.5,0
Antigua And Barbuda,2015-02-01,0,16.5,0
Antigua And Barbuda,2015-01-01,0.1,25.5,0
Antigua And Barbuda,2014-12-01,0,20.2,0
Antigua And Barbuda,2014-11-01,0.1,29.2,0
Antigua And Barbuda,2014-10-01,0,27.9,0
Antigua And Barbuda,2014-09-01,0,32.2,0
Antigua And Barbuda,2014-08-01,0,30,0
Antigua And Barbuda,2014-07-01,0.1,42.3,0
Antigua And Barbuda,2014-06-01,0,37.2,0
Antigua And Barbuda,2014-05-01,0,36.5,0
Antigua And Barbuda,2014-04-01,0.4,27.1,0
Antigua And Barbuda,2014-03-01,0.1,28.1,0
Antigua And Barbuda,2014-02-01,0.2,31.9,0
Antigua And Barbuda,2014-01-01,0.1,37.3,0
Antigua And Barbuda,2013-12-01,0,28.2,0
Antigua And Barbuda,2013-11-01,0,39.3,0.1
Antigua And Barbuda,2013-10-01,0.7,26.2,0
Antigua And Barbuda,2013-09-01,0.7,45.6,0
Antigua And Barbuda,2013-08-01,0,33.1,0
Antigua And Barbuda,2013-07-01,0.6,41.2,0
Antigua And Barbuda,2013-06-01,0,31.1,0
Antigua And Barbuda,2013-05-01,0,32.2,0
Antigua And Barbuda,2013-04-01,0,41,0
Antigua And Barbuda,2013-03-01,0,35.8,0
Antigua And Barbuda,2013-02-01,0,45.3,0
Antigua And Barbuda,2013-01-01,0,34.5,0
Antigua And Barbuda,2012-12-01,0,35.5,0
Antigua And Barbuda,2012-11-01,0.5,40.6,0
Antigua And Barbuda,2012-10-01,0,26.6,0
Antigua And Barbuda,2012-09-01,0.1,42.5,0
Antigua And Barbuda,2012-08-01,0.5,47.3,0
Antigua And Barbuda,2012-07-01,0.7,34.8,0
Antigua And Barbuda,2012-06-01,0.1,56.3,0
Antigua And Barbuda,2012-05-01,1,67.7,0
Antigua And Barbuda,2012-04-01,1.3,61,0
Antigua And Barbuda,2012-03-01,0.6,41.5,0
Antigua And Barbuda,2012-02-01,0.3,54.3,0
Antigua And Barbuda,2012-01-01,0.5,61.5,0
Antigua And Barbuda,2011-12-01,0.7,41,0
Antigua And Barbuda,2011-11-01,0,53.5,0
Antigua And Barbuda,2011-10-01,0.4,55.4,0
Antigua And Barbuda,2011-09-01,0.1,53.1,0.1
Antigua And Barbuda,2011-08-01,0.6,59.8,0
Antigua And Barbuda,2011-07-01,0.7,53.2,0
Antigua And Barbuda,2011-06-01,1.1,55.6,0
Antigua And Barbuda,2011-05-01,1.1,54.8,0
Antigua And Barbuda,2011-04-01,1.4,61.9,0
Antigua And Barbuda,2011-03-01,0.1,60.7,0
Antigua And Barbuda,2011-02-01,1.1,52.7,0
Antigua And Barbuda,2011-01-01,0.3,60.7,0.3
Antigua And Barbuda,2010-12-01,0.4,39.6,0.4
Antigua And Barbuda,2010-11-01,0.9,45.4,0.1
Antigua And Barbuda,2010-10-01,0,48,0.4
Antigua And Barbuda,2010-09-01,0.7,52.4,0.2
Antigua And Barbuda,2010-08-01,0.2,51.1,0.3
Antigua And Barbuda,2010-07-01,0.9,57.7,0.6
Antigua And Barbuda,2010-06-01,0.2,49.4,0.7
Antigua And Barbuda,2010-05-01,1.6,56.7,0.2
Antigua And Barbuda,2010-04-01,3.8,41.7,0.7
Antigua And Barbuda,2010-03-01,0,46.8,0.5
Antigua And Barbuda,2010-02-01,1.3,50.1,1.6
Antigua And Barbuda,2010-01-01,1.1,42.6,0
Antigua And Barbuda,2009-12-01,1,44.4,0.4
Antigua And Barbuda,2009-11-01,0,63.2,0.8
Antigua And Barbuda,2009-10-01,1,37.2,1.2
Antigua And Barbuda,2009-09-01,0,42,0.8
Antigua And Barbuda,2009-08-01,0.9,41.6,0.7
Antigua And Barbuda,2009-07-01,0,32.1,0.8
Antigua And Barbuda,2009-06-01,0.2,32.1,0.9
Antigua And Barbuda,2009-05-01,1,30.8,0.9
Antigua And Barbuda,2009-04-01,1.4,22.4,0.6
Antigua And Barbuda,2009-03-01,0,23.4,0.4
Antigua And Barbuda,2009-02-01,0.4,19.7,0.2
Antigua And Barbuda,2009-01-01,0,18,0.4
Antigua And Barbuda,2008-12-01,0.3,20.9,0
Antigua And Barbuda,2008-11-01,1,38,0
Antigua And Barbuda,2008-10-01,0.8,57.6,0
Antigua And Barbuda,2008-09-01,0.5,58.2,0
Antigua And Barbuda,2008-08-01,0.3,72.6,0
Antigua And Barbuda,2008-07-01,0.7,62.2,0
Antigua And Barbuda,2008-06-01,0.7,58.1,0
Antigua And Barbuda,2008-05-01,0.7,53.3,0
Antigua And Barbuda,2008-04-01,0.7,34,0
Antigua And Barbuda,2008-03-01,0.5,38.8,0
Antigua And Barbuda,2008-02-01,0.5,36.8,0
Antigua And Barbuda,2008-01-01,0.3,38.8,0
Antigua And Barbuda,2007-12-01,0.1,33.9,0
Antigua And Barbuda,2007-11-01,0,36.6,0.4
Antigua And Barbuda,2007-10-01,0.1,24,0
Antigua And Barbuda,2007-09-01,0.5,29.9,0
Antigua And Barbuda,2007-08-01,0.5,20.5,0
Antigua And Barbuda,2007-07-01,0,21.4,0
Antigua And Barbuda,2007-06-01,0,29.7,0
Antigua And Barbuda,2007-05-01,0.3,24.8,0
Antigua And Barbuda,2007-04-01,0.2,18.9,0
Antigua And Barbuda,2007-03-01,0,16.3,0
Antigua And Barbuda,2007-02-01,0.1,16.1,0
Antigua And Barbuda,2007-01-01,0.7,17.8,0
Antigua And Barbuda,2006-12-01,0.4,15.8,0
Antigua And Barbuda,2006-11-01,0,14.1,0
Antigua And Barbuda,2006-10-01,0.3,17.8,0
Antigua And Barbuda,2006-09-01,0,15.4,0.1
Antigua And Barbuda,2006-08-01,0,15.9,0
Antigua And Barbuda,2006-07-01,0.2,19,0
Antigua And Barbuda,2006-06-01,0,14.5,0
Antigua And Barbuda,2006-05-01,0,17.1,0
Antigua And Barbuda,2006-04-01,0,16.6,0
Antigua And Barbuda,2006-03-01,0.1,22.3,0
Antigua And Barbuda,2006-02-01,0.5,21.3,0
Antigua And Barbuda,2006-01-01,0.3,19.9,0
Antigua And Barbuda,2005-12-01,1.3,20.9,0
Antigua And Barbuda,2005-11-01,0,21.7,0
Antigua And Barbuda,2005-10-01,0.1,18.9,0
Antigua And Barbuda,2005-09-01,0,20.9,0
Antigua And Barbuda,2005-08-01,0,20.5,0
Antigua And Barbuda,2005-07-01,0,15.1,0
Antigua And Barbuda,2005-06-01,0,13.7,0
Antigua And Barbuda,2005-05-01,0.3,14.8,0
Antigua And Barbuda,2005-04-01,0.3,11.7,0
Antigua And Barbuda,2005-03-01,0,9.1,0
Antigua And Barbuda,2005-02-01,0,10.9,0.1
Antigua And Barbuda,2005-01-01,0,9.7,18.8
Antigua And Barbuda,2004-12-01,0,10,0
Antigua And Barbuda,2004-11-01,0.4,19.4,0
Antigua And Barbuda,2004-10-01,0.2,14.4,0
Antigua And Barbuda,2004-09-01,0,12.4,0
Antigua And Barbuda,2004-08-01,0,12.2,0
Antigua And Barbuda,2004-07-01,0,14.9,0
Antigua And Barbuda,2004-06-01,0,8.8,0
Antigua And Barbuda,2004-05-01,0,11.8,0
Antigua And Barbuda,2004-04-01,0.2,11.7,0
Antigua And Barbuda,2004-03-01,0,29.7,0
Antigua And Barbuda,2004-02-01,0,10.3,0
Antigua And Barbuda,2004-01-01,0,11.1,0
Antigua And Barbuda,2003-12-01,0,7.4,0
Antigua And Barbuda,2003-11-01,0,7.7,0
Antigua And Barbuda,2003-10-01,0,7.3,0
Antigua And Barbuda,2003-09-01,0,7.8,0
Antigua And Barbuda,2003-08-01,0,8.7,0
Antigua And Barbuda,2003-07-01,0,6.3,0
Antigua And Barbuda,2003-06-01,0,6.8,0
Antigua And Barbuda,2003-05-01,0,7,0
Antigua And Barbuda,2003-04-01,0,7.1,0
Antigua And Barbuda,2003-03-01,0,4.5,0
Antigua And Barbuda,2003-02-01,0.3,8.7,0
Antigua And Barbuda,2003-01-01,0,5.1,0
Argentina,2025-01-01,25.7,5.3,4
Argentina,2024-12-01,22.3,6,12.5
Argentina,2024-11-01,19.4,3.9,116.2
Argentina,2024-10-01,23.8,6.4,4.1
Argentina,2024-09-01,27.1,3,8.1
Argentina,2024-08-01,35.5,4.3,7.2
Argentina,2024-07-01,27.3,3.6,6.6
Argentina,2024-06-01,18.8,3.9,17.2
Argentina,2024-05-01,15.9,4.8,13.9
Argentina,2024-04-01,11.7,3.8,18.3
Argentina,2024-03-01,12.4,18.9,42.4
Argentina,2024-02-01,17.3,4.3,45.1
Argentina,2024-01-01,21.7,4.5,35.6
Argentina,2023-12-01,17.8,3.3,37.3
Argentina,2023-11-01,17.5,3,40.4
Argentina,2023-10-01,13.5,1.9,7.9
Argentina,2023-09-01,14.7,4,5.7
Argentina,2023-08-01,28.5,2.7,8.3
Argentina,2023-07-01,21.3,4.7,8.8
Argentina,2023-06-01,26.1,2.2,5.2
Argentina,2023-05-01,18.9,3.3,8.6
Argentina,2023-04-01,20.2,2.3,29.1
Argentina,2023-03-01,18,6.7,6.9
Argentina,2023-02-01,15.7,6.1,5.5
Argentina,2023-01-01,13.8,3.9,8.3
Argentina,2022-12-01,20.5,1.6,11.3
Argentina,2022-11-01,16.5,4.2,6.8
Argentina,2022-10-01,20,3.6,14.9
Argentina,2022-09-01,29.1,23.8,13.2
Argentina,2022-08-01,24.1,19.1,11.8
Argentina,2022-07-01,11.3,3,10.3
Argentina,2022-06-01,14.7,4.8,11.6
Argentina,2022-05-01,13.4,7.6,16.4
Argentina,2022-04-01,12.6,7,6.3
Argentina,2022-03-01,17.3,3.9,6.7
Argentina,2022-02-01,13.2,4.4,8.3
Argentina,2022-01-01,16.8,4.8,9.7
Argentina,2021-12-01,16.3,3.8,11.4
Argentina,2021-11-01,12.2,2.4,6.8
Argentina,2021-10-01,16.8,2.4,4.1
Argentina,2021-09-01,12.4,1.8,6.4
Argentina,2021-08-01,28.1,2.7,3.7
Argentina,2021-07-01,11,4.4,5.2
Argentina,2021-06-01,12.1,2.6,5
Argentina,2021-05-01,8.8,4.1,5
Argentina,2021-04-01,7,2.8,8.7
Argentina,2021-03-01,11.4,15.7,3.1
Argentina,2021-02-01,16.4,9,2.9
Argentina,2021-01-01,13.9,1.5,22
Argentina,2020-12-01,11,3,6.3
Argentina,2020-11-01,7.3,17,29.7
Argentina,2020-10-01,12.3,12.3,5.1
Argentina,2020-09-01,11.2,8.6,3.6
Argentina,2020-08-01,7,11.9,5.4
Argentina,2020-07-01,12.8,9.9,33.6
Argentina,2020-06-01,11.7,6.3,4.4
Argentina,2020-05-01,7,1,5.1
Argentina,2020-04-01,5.7,14.3,6.5
Argentina,2020-03-01,7.1,2.1,16.5
Argentina,2020-02-01,12.3,2,3.1
Argentina,2020-01-01,14.6,6.8,6.2
Argentina,2019-12-01,7.1,2.3,3.8
Argentina,2019-11-01,9.4,2.2,5.5
Argentina,2019-10-01,12.4,9.6,6.2
Argentina,2019-09-01,10.5,1.6,3.7
Argentina,2019-08-01,10.7,5,7.4
Argentina,2019-07-01,8.8,7.5,8.8
Argentina,2019-06-01,10.2,13.1,7
Argentina,2019-05-01,9.2,7.8,5.6
Argentina,2019-04-01,8.9,7.7,14.9
Argentina,2019-03-01,8,5.2,6.1
Argentina,2019-02-01,6.3,1.7,8.5
Argentina,2019-01-01,9.8,3.8,13.2
Argentina,2018-12-01,7.4,4.9,5.9
Argentina,2018-11-01,11.9,3.6,6.6
Argentina,2018-10-01,6.6,3.3,8
Argentina,2018-09-01,11.4,7.2,6.4
Argentina,2018-08-01,11.8,2.4,4.8
Argentina,2018-07-01,6.2,2.3,6.4
Argentina,2018-06-01,10,3,4.6
Argentina,2018-05-01,7.2,3.6,4.2
Argentina,2018-04-01,7.7,6.4,8.3
Argentina,2018-03-01,8.4,2.7,10
Argentina,2018-02-01,8.2,2.4,6.6
Argentina,2018-01-01,6.9,2.7,15
Argentina,2017-12-01,6.3,3.5,4.9
Argentina,2017-11-01,10.6,3,5.4
Argentina,2017-10-01,9.6,13.8,4.6
Argentina,2017-09-01,9,4.8,6.4
Argentina,2017-08-01,11.4,5.5,6.8
Argentina,2017-07-01,7.4,4.3,6.3
Argentina,2017-06-01,9.9,3.8,10.2
Argentina,2017-05-01,11.4,4.8,8.2
Argentina,2017-04-01,4.2,2.7,5.3
Argentina,2017-03-01,7,5.7,8.1
Argentina,2017-02-01,6.3,3,4.2
Argentina,2017-01-01,7.5,4.9,7
Argentina,2016-12-01,6.2,4,13.3
Argentina,2016-11-01,9.7,3.7,10.2
Argentina,2016-10-01,6.8,2.7,8.9
Argentina,2016-09-01,7.4,3.4,9.3
Argentina,2016-08-01,9.2,9.1,4
Argentina,2016-07-01,21.7,16.6,5.8
Argentina,2016-06-01,15.9,43.6,6.3
Argentina,2016-05-01,6.6,8,10.6
Argentina,2016-04-01,5.6,2.1,5.4
Argentina,2016-03-01,10.2,4.1,6.9
Argentina,2016-02-01,13.4,3.3,9.6
Argentina,2016-01-01,10.9,3.2,16.7
Argentina,2015-12-01,8.3,5.1,26.1
Argentina,2015-11-01,8.4,2.8,16.9
Argentina,2015-10-01,8.4,4.8,17.1
Argentina,2015-09-01,6.8,2.8,25.2
Argentina,2015-08-01,11.1,4,20.4
Argentina,2015-07-01,9.4,4.4,20.2
Argentina,2015-06-01,9.8,4.8,17.4
Argentina,2015-05-01,9.2,4.1,16.7
Argentina,2015-04-01,14.5,4.4,13.4
Argentina,2015-03-01,9,4.4,12.9
Argentina,2015-02-01,8.7,4.1,8.8
Argentina,2015-01-01,9,4.6,9.7
Argentina,2014-12-01,9.4,3.8,8.5
Argentina,2014-11-01,7.9,10.7,25.6
Argentina,2014-10-01,11.5,2.3,27.3
Argentina,2014-09-01,12.2,3.3,10.4
Argentina,2014-08-01,9.1,3.1,31.3
Argentina,2014-07-01,9.8,4.6,10.5
Argentina,2014-06-01,10.2,5.9,28.6
Argentina,2014-05-01,10.7,5.9,26.7
Argentina,2014-04-01,7.7,9.5,4.6
Argentina,2014-03-01,8.2,58.4,5.6
Argentina,2014-02-01,105,9.2,4.1
Argentina,2014-01-01,8.6,28.9,29.8
Argentina,2013-12-01,7.8,3.3,29.4
Argentina,2013-11-01,8.7,3.5,27.5
Argentina,2013-10-01,12.9,8,10.6
Argentina,2013-09-01,10.2,5.7,11.2
Argentina,2013-08-01,8.7,2.9,8.2
Argentina,2013-07-01,9,6.6,27.3
Argentina,2013-06-01,8.1,5.2,9.8
Argentina,2013-05-01,12,5.5,5.2
Argentina,2013-04-01,7.4,6.6,10.4
Argentina,2013-03-01,6.9,5,8.9
Argentina,2013-02-01,8.2,2.8,9.5
Argentina,2013-01-01,7.8,5.5,7.6
Argentina,2012-12-01,5.2,3.7,8.6
Argentina,2012-11-01,8.1,7.2,6.9
Argentina,2012-10-01,11.5,7.8,8.8
Argentina,2012-09-01,8.3,3.2,6.9
Argentina,2012-08-01,22.4,5.9,7.2
Argentina,2012-07-01,10.5,5.4,7.7
Argentina,2012-06-01,10.5,6.6,5.3
Argentina,2012-05-01,6.5,29.5,5.1
Argentina,2012-04-01,5,5.5,4.6
Argentina,2012-03-01,6,3.8,6.6
Argentina,2012-02-01,4.6,3,6.1
Argentina,2012-01-01,15.5,10.5,7.3
Argentina,2011-12-01,9.1,11.8,8.4
Argentina,2011-11-01,8.2,5.1,7.4
Argentina,2011-10-01,9.6,13.2,11.9
Argentina,2011-09-01,8,11.8,10.1
Argentina,2011-08-01,7.6,6.6,10
Argentina,2011-07-01,5.1,10.7,11.3
Argentina,2011-06-01,6.3,5.6,14.1
Argentina,2011-05-01,7.1,4.7,7.9
Argentina,2011-04-01,7.5,8.8,6.1
Argentina,2011-03-01,7.6,19.2,6.1
Argentina,2011-02-01,5.8,12.7,2.8
Argentina,2011-01-01,4.5,7.6,6.4
Argentina,2010-12-01,6,7.1,5.9
Argentina,2010-11-01,5.5,14.5,6.2
Argentina,2010-10-01,5.9,10.9,5.6
Argentina,2010-09-01,7.3,17.5,6.6
Argentina,2010-08-01,5.5,17.9,8.9
Argentina,2010-07-01,10,19.3,4.3
Argentina,2010-06-01,5.8,24.2,9
Argentina,2010-05-01,4.9,9.5,6.7
Argentina,2010-04-01,6.2,17.7,40.2
Argentina,2010-03-01,5.9,5.4,4.9
Argentina,2010-02-01,5.1,3.2,4.3
Argentina,2010-01-01,4.9,4.6,3.5
Argentina,2009-12-01,3.4,4.4,18.7
Argentina,2009-11-01,5,4.4,5.9
Argentina,2009-10-01,6.9,3.3,5.5
Argentina,2009-09-01,4.4,3.8,4
Argentina,2009-08-01,5,3,4.1
Argentina,2009-07-01,4.5,3.1,4.1
Argentina,2009-06-01,4.6,2.7,4.6
Argentina,2009-05-01,4.9,3.4,4.1
Argentina,2009-04-01,4.5,13.7,2.3
Argentina,2009-03-01,4.5,3.6,5.3
Argentina,2009-02-01,4.3,3.3,6
Argentina,2009-01-01,7.8,4.2,15.2
Argentina,2008-12-01,5.2,5.4,17.4
Argentina,2008-11-01,6.2,34,13.1
Argentina,2008-10-01,8.3,8.9,7.2
Argentina,2008-09-01,6.1,53.7,10.7
Argentina,2008-08-01,6.4,4.5,11.1
Argentina,2008-07-01,6.5,12.2,6.9
Argentina,2008-06-01,4.1,5.5,9
Argentina,2008-05-01,26.4,5,4.5
Argentina,2008-04-01,3.8,6.1,13.2
Argentina,2008-03-01,5.3,5.1,4.2
Argentina,2008-02-01,6.1,7.3,3
Argentina,2008-01-01,3.6,5.4,4.7
Argentina,2007-12-01,13.6,4.6,3.6
Argentina,2007-11-01,4.5,7,4.1
Argentina,2007-10-01,6.9,6.3,3.8
Argentina,2007-09-01,22.5,5.7,6.1
Argentina,2007-08-01,6.3,4.3,8
Argentina,2007-07-01,8.6,4.8,12
Argentina,2007-06-01,7.1,5.8,4
Argentina,2007-05-01,5.8,4.4,3.5
Argentina,2007-04-01,6.3,4.6,7
Argentina,2007-03-01,5.7,8.7,4.8
Argentina,2007-02-01,4.2,4.2,2
Argentina,2007-01-01,11.8,24,6.5
Argentina,2006-12-01,4.7,5.7,4.6
Argentina,2006-11-01,4.3,5.8,4.3
Argentina,2006-10-01,4.1,6,3.7
Argentina,2006-09-01,4.2,2.9,2.8
Argentina,2006-08-01,4.4,4.2,3.8
Argentina,2006-07-01,3.4,4.2,3.2
Argentina,2006-06-01,5.2,6,4.2
Argentina,2006-05-01,2.7,4,27.5
Argentina,2006-04-01,3.2,6,5.3
Argentina,2006-03-01,7.3,7.2,2
Argentina,2006-02-01,7,9.6,3.9
Argentina,2006-01-01,3.6,7.3,3.9
Argentina,2005-12-01,4.2,8.4,2
Argentina,2005-11-01,3.9,8.3,3.7
Argentina,2005-10-01,5.4,7.5,2.7
Argentina,2005-09-01,3.8,4.6,4.3
Argentina,2005-08-01,4.6,9,3
Argentina,2005-07-01,2.9,5.8,4.8
Argentina,2005-06-01,3,4.2,4.1
Argentina,2005-05-01,4.4,3.7,3.4
Argentina,2005-04-01,3.7,3.6,2.8
Argentina,2005-03-01,4.8,4,3.4
Argentina,2005-02-01,4.5,3.1,2
Argentina,2005-01-01,3.4,4.4,2.4
Argentina,2004-12-01,3.5,3.1,2.1
Argentina,2004-11-01,3.8,2.8,2.8
Argentina,2004-10-01,2.7,4.5,3.4
Argentina,2004-09-01,2.1,5.6,3.9
Argentina,2004-08-01,2.1,3.8,3.1
Argentina,2004-07-01,1.7,3.1,3.2
Argentina,2004-06-01,2,3.1,2.1
Argentina,2004-05-01,1,204.4,2.8
Argentina,2004-04-01,1.8,3.1,3.2
Argentina,2004-03-01,2.1,2.9,2.2
Argentina,2004-02-01,1.7,3,2.1
Argentina,2004-01-01,1.7,3,1.4
Argentina,2003-12-01,2.8,2.9,2.2
Argentina,2003-11-01,1.1,1.7,1.3
Argentina,2003-10-01,0.9,2.5,2.5
Argentina,2003-09-01,1.2,3.6,2.9
Argentina,2003-08-01,2,21,1.8
Argentina,2003-07-01,1.5,2.4,3.3
Argentina,2003-06-01,2.3,1.8,0.9
Argentina,2003-05-01,1.5,2.5,1.9
Argentina,2003-04-01,1.6,3.1,1.1
Argentina,2003-03-01,1.4,1.4,1.8
Argentina,2003-02-01,1,0.8,1.6
Argentina,2003-01-01,1.4,0.7,2.3
Bahamas,2025-01-01,9.8,51.4,0
Bahamas,2024-12-01,1.3,48.1,8.1
Bahamas,2024-11-01,3.7,60.5,0
Bahamas,2024-10-01,4.3,36.1,0
Bahamas,2024-09-01,8.1,59.3,0
Bahamas,2024-08-01,13.3,77.3,0
Bahamas,2024-07-01,3.6,80.1,0
Bahamas,2024-06-01,6.2,79.8,0
Bahamas,2024-05-01,5.8,71.4,0
Bahamas,2024-04-01,8,78.1,19.8
Bahamas,2024-03-01,6.2,84.9,0
Bahamas,2024-02-01,10.2,71.5,0
Bahamas,2024-01-01,22.1,101.7,0
Bahamas,2023-12-01,12.5,85,0
Bahamas,2023-11-01,17,75.1,0
Bahamas,2023-10-01,15.9,92.6,0
Bahamas,2023-09-01,12.4,75.5,0
Bahamas,2023-08-01,9.3,63.9,0
Bahamas,2023-07-01,8.1,58.9,0
Bahamas,2023-06-01,12.1,64,0
Bahamas,2023-05-01,5.3,74.4,0
Bahamas,2023-04-01,10.7,75.3,0.1
Bahamas,2023-03-01,21,83.3,0.2
Bahamas,2023-02-01,8.3,73.3,0
Bahamas,2023-01-01,16.9,104.7,0
Bahamas,2022-12-01,10.7,92.4,0
Bahamas,2022-11-01,5.2,101.8,0
Bahamas,2022-10-01,9.4,101.3,0
Bahamas,2022-09-01,21.3,118.8,0
Bahamas,2022-08-01,28.9,141.8,0
Bahamas,2022-07-01,16.5,115.5,0
Bahamas,2022-06-01,8.4,141.4,14.7
Bahamas,2022-05-01,12,118.6,0
